Frame 1
235,191,255,279,0
262,291,317,443,0
28,220,36,237,0
Frame 51
115,337,260,573,1
27,229,88,342,0
207,186,271,299,0
202,249,273,406,0
234,191,255,277,0
264,292,318,443,0
4,272,73,375,0
28,220,36,237,0
Frame 52
111,329,264,574,1
29,228,89,342,0
207,186,271,300,0
202,253,274,405,0
234,191,255,279,0
259,275,316,409,0
46,217,67,246,0
Frame 53
110,324,258,574,1
29,229,89,341,0
207,186,271,299,0
202,254,274,402,0
234,191,255,278,0
260,274,316,408,0
46,218,67,246,0
Frame 54
109,324,256,572,1
27,230,88,341,0
207,185,271,299,0
202,252,274,403,0
259,274,316,409,0
234,192,255,277,0
46,218,67,246,0
Frame 55
101,324,267,574,1
28,230,89,341,0
206,186,272,299,0
259,273,316,410,0
201,254,271,395,0
234,192,256,276,0
Frame 56
108,323,256,573,1
28,230,90,340,0
206,185,271,299,0
199,255,271,395,0
258,274,315,409,0
234,191,255,276,0
46,218,67,246,0
Frame 57
108,319,252,576,1
27,231,89,341,0
206,186,272,300,0
259,275,315,406,0
200,255,271,391,0
234,192,256,276,0
46,218,67,246,0
4,273,72,376,0
Frame 58
99,329,238,571,1
208,185,271,300,0
28,232,89,340,0
235,191,255,279,0
201,257,269,391,0
258,275,314,405,0
6,273,72,375,0
4,240,9,264,0
27,220,35,237,0
Frame 59
98,324,240,571,1
27,234,89,342,0
208,185,271,300,0
199,256,269,389,0
235,190,255,278,0
259,275,314,405,0
6,272,72,376,0
46,219,67,247,0
4,240,9,264,0
Frame 60
99,325,239,571,1
28,232,90,341,0
208,184,270,300,0
199,256,268,388,0
235,190,255,278,0
259,275,314,404,0
5,271,72,376,0
46,219,67,247,0
4,240,9,264,0
9,224,31,246,0
27,220,35,237,0
Frame 61
100,319,237,576,1
27,233,90,339,0
208,184,270,301,0
200,257,271,387,0
235,190,255,279,0
258,277,314,401,0
5,270,73,377,0
46,219,67,247,0
4,240,9,264,0
Frame 62
102,321,234,555,1
208,184,270,302,0
28,232,90,340,0
202,255,271,387,0
235,190,255,280,0
258,277,315,402,0
5,271,72,376,0
45,219,67,246,0
4,240,9,264,0
Frame 63
101,308,234,567,1
209,184,270,301,0
27,232,90,340,0
202,255,271,387,0
235,190,255,280,0
257,277,315,400,0
45,219,67,246,0
5,269,72,378,0
4,240,9,264,0
Frame 64
102,309,232,567,1
208,184,271,301,0
28,231,90,342,0
201,256,271,387,0
235,191,256,279,0
257,277,314,402,0
45,219,67,246,0
4,269,72,378,0
4,240,9,264,0
Frame 65
101,304,234,568,1
209,183,271,301,0
27,233,90,340,0
203,256,271,387,0
235,191,256,279,0
257,276,313,401,0
6,271,72,376,0
45,219,67,245,0
228,369,283,481,0
27,222,35,238,0
14,224,24,245,0
4,240,9,264,0
Frame 66
100,309,234,563,1
208,184,271,303,0
25,230,91,342,0
204,255,271,388,0
235,192,255,279,0
45,218,67,245,0
257,276,313,400,0
27,221,35,238,0
5,271,72,376,0
228,369,283,483,0
Frame 67
101,305,234,565,1
26,229,90,342,0
208,182,271,302,0
235,190,255,280,0
206,252,272,391,0
228,370,283,483,0
257,274,311,400,0
45,218,67,245,0
27,221,35,238,0
4,271,72,376,0
14,223,24,245,0
Frame 68
101,298,232,568,1
25,227,91,344,0
209,182,270,302,0
235,190,255,281,0
204,255,272,389,0
257,274,312,400,0
228,370,283,483,0
45,218,67,244,0
27,222,35,238,0
4,271,72,377,0
4,240,9,264,0
Frame 69
102,298,232,567,1
209,182,270,304,0
27,228,90,345,0
235,190,255,282,0
206,254,274,388,0
256,274,310,399,0
27,222,35,239,0
45,218,67,245,0
4,272,71,378,0
227,369,282,483,0
4,240,9,264,0
14,223,24,244,0
Frame 70
101,295,228,556,1
209,183,270,303,0
27,229,90,346,0
235,190,255,282,0
204,252,275,389,0
45,218,66,244,0
27,222,35,239,0
256,274,310,399,0
4,273,71,378,0
13,223,24,244,0
227,371,284,483,0
4,240,9,264,0
Frame 71
103,285,222,548,1
208,182,270,302,0
28,231,90,346,0
235,191,256,280,0
201,255,276,388,0
45,218,66,244,0
256,273,310,399,0
27,222,35,240,0
4,273,71,378,0
13,223,24,244,0
4,240,9,264,0
228,370,283,481,0
Frame 72
102,276,224,540,1
209,183,270,300,0
235,190,255,280,0
28,231,89,346,0
255,273,310,399,0
201,255,275,390,0
45,219,66,244,0
27,222,35,240,0
5,273,72,377,0
4,240,9,264,0
13,224,24,245,0
228,369,283,483,0
Frame 73
100,280,220,531,1
28,229,90,345,0
208,182,269,303,0
235,189,255,280,0
256,273,312,400,0
201,256,275,393,0
45,218,66,244,0
27,222,35,240,0
4,272,73,378,0
4,240,9,264,0
Frame 74
102,269,219,537,1
28,230,90,344,0
209,181,269,303,0
235,188,255,282,0
202,253,276,396,0
258,273,312,400,0
45,218,66,244,0
28,222,36,239,0
5,271,72,379,0
4,240,9,264,0
Frame 75
99,272,212,534,1
209,183,270,302,0
28,229,90,345,0
235,189,255,280,0
203,254,276,396,0
257,275,312,399,0
27,222,36,239,0
5,270,72,380,0
227,369,282,483,0
4,240,9,264,0
45,218,66,244,0
Frame 76
102,269,203,516,1
210,183,270,302,0
27,230,90,342,0
202,253,274,395,0
235,189,255,280,0
256,274,312,399,0
27,222,36,239,0
4,240,9,264,0
5,272,72,380,0
Frame 77
102,268,201,516,1
209,185,271,302,0
29,231,89,342,0
201,252,273,394,0
235,190,255,280,0
256,276,313,398,0
28,222,36,239,0
4,240,9,264,0
4,274,72,380,0
14,223,24,244,0
Frame 78
96,271,198,507,1
208,185,271,300,0
28,231,90,342,0
235,190,255,279,0
201,252,274,396,0
257,276,313,399,0
27,222,36,239,0
5,273,72,380,0
4,240,9,264,0
13,223,24,244,0
228,370,283,484,0
Frame 79
95,271,198,506,1
208,184,271,298,0
202,251,274,395,0
235,190,256,279,0
29,231,90,340,0
257,275,314,401,0
5,273,72,378,0
27,222,36,238,0
13,223,24,244,0
4,240,9,264,0
Frame 80
95,270,196,503,1
207,185,271,301,0
29,230,90,342,0
201,251,272,393,0
234,191,256,279,0
256,276,313,400,0
229,371,283,483,0
4,240,9,264,0
5,272,72,379,0
27,222,35,238,0
Frame 81
94,271,195,505,1
208,184,272,298,0
30,231,90,341,0
202,252,271,395,0
235,192,256,279,0
257,276,314,402,0
229,370,282,483,0
4,240,9,264,0
4,273,73,378,0
27,221,36,238,0
Frame 82
95,267,190,500,1
208,185,273,299,0
29,230,90,342,0
234,191,256,280,0
202,251,273,396,0
259,277,315,403,0
4,240,9,264,0
Frame 83
93,260,188,499,1
207,185,274,297,0
30,229,89,348,0
234,192,256,279,0
201,252,275,397,0
258,277,315,405,0
5,271,73,379,0
Frame 84
93,258,184,496,1
207,184,273,296,0
29,232,91,345,0
234,191,256,277,0
202,252,275,399,0
259,277,316,405,0
45,217,67,244,0
5,272,72,379,0
229,372,280,482,0
27,221,35,238,0
Frame 85
90,255,180,501,1
207,184,273,297,0
29,236,90,343,0
202,252,275,397,0
234,191,256,278,0
261,277,316,404,0
45,218,67,244,0
229,373,280,481,0
4,240,10,264,0
27,222,36,239,0
7,271,72,379,0
Frame 86
91,244,177,488,1
207,185,274,296,0
30,236,91,342,0
235,192,256,278,0
202,252,276,398,0
44,218,67,244,0
261,276,316,404,0
27,222,36,238,0
4,240,10,264,0
14,224,24,245,0
Frame 87
88,246,177,477,1
207,185,273,297,0
28,237,92,342,0
234,192,256,279,0
202,253,274,396,0
261,276,317,405,0
27,222,36,238,0
45,218,67,244,0
4,240,10,264,0
6,274,74,378,0
14,224,24,244,0
Frame 88
86,246,173,471,1
30,235,90,344,0
208,186,272,300,0
234,191,256,281,0
260,276,317,403,0
230,374,280,482,0
27,222,36,238,0
45,219,67,245,0
4,240,9,264,0
203,255,273,393,0
Frame 89
85,242,173,473,1
31,236,91,347,0
207,186,271,300,0
234,191,256,281,0
261,275,318,406,0
203,252,274,396,0
4,240,9,264,0
27,222,36,238,0
45,219,67,245,0
Frame 90
83,248,174,451,1
32,235,91,345,0
207,186,271,300,0
234,191,256,280,0
261,274,317,407,0
203,252,274,396,0
27,222,36,238,0
45,219,67,245,0
4,240,9,264,0
8,271,72,379,0
Frame 91
84,249,171,447,1
33,234,91,348,0
207,184,271,299,0
234,190,255,280,0
229,264,289,403,0
229,373,280,483,0
27,222,36,238,0
14,224,24,245,0
4,240,9,264,0
Frame 92
79,239,162,483,1
34,232,92,349,0
207,185,270,301,0
234,190,256,280,0
260,274,317,407,0
27,222,35,238,0
229,371,280,483,0
4,240,9,264,0
Frame 93
79,240,162,482,1
34,232,93,348,0
206,185,270,300,0
204,235,282,421,0
234,190,255,280,0
261,273,318,408,0
230,373,281,483,0
27,222,36,238,0
45,219,67,246,0
Frame 94
83,240,170,454,1
32,234,93,345,0
206,183,271,297,0
204,235,281,421,0
234,190,256,279,0
229,372,280,483,0
261,274,318,405,0
27,222,36,238,0
45,218,67,245,0
4,240,9,264,0
Frame 95
82,239,171,457,1
35,232,91,346,0
207,183,271,299,0
234,190,256,279,0
229,372,280,483,0
204,233,282,425,0
261,273,318,407,0
27,222,36,238,0
4,240,9,264,0
7,267,73,381,0
Frame 96
84,247,170,453,1
33,230,91,347,0
208,181,271,298,0
235,190,256,279,0
261,274,318,407,0
229,372,281,483,0
204,238,282,421,0
27,222,36,238,0
4,240,9,264,0
7,268,72,380,0
Frame 97
86,243,169,453,1
207,183,271,297,0
33,231,93,348,0
234,191,256,279,0
229,374,281,484,0
204,235,282,423,0
261,274,318,406,0
45,218,67,245,0
6,265,70,381,0
4,240,9,264,0
27,221,36,238,0
14,224,24,245,0
Frame 98
90,246,168,448,1
208,183,271,298,0
33,229,90,349,0
115,266,144,423,1
235,190,256,280,0
229,373,280,484,0
205,236,282,426,0
45,218,67,246,0
9,222,31,245,0
262,274,318,407,0
27,221,36,239,0
4,240,9,264,0
6,267,70,378,0
Frame 99
94,238,166,446,1
207,182,271,298,0
32,229,89,348,0
115,269,144,415,1
234,189,256,280,0
230,373,281,484,0
46,218,67,245,0
205,234,282,426,0
6,267,71,380,0
9,222,31,244,0
264,273,318,408,0
4,240,9,264,0
27,222,36,238,0
Frame 100
96,234,168,444,1
208,183,271,300,0
32,229,88,349,0
234,191,256,280,0
46,217,67,245,0
116,269,144,410,1
231,372,281,484,0
9,222,31,244,0
27,221,35,238,0
6,267,71,378,0
229,263,289,406,0
4,240,9,264,0
Frame 101
97,229,171,431,1
207,182,271,299,0
118,259,146,397,1
32,229,89,347,0
234,190,256,280,0
45,217,68,245,0
231,372,281,484,0
9,223,31,245,0
6,267,70,380,0
27,221,35,238,0
4,240,9,264,0
258,294,321,534,0
Frame 102
119,253,147,404,1
97,227,174,421,1
208,181,272,298,0
30,230,88,344,0
234,191,256,279,0
230,372,281,484,0
45,217,68,245,0
5,268,70,379,0
228,263,289,402,0
9,222,31,245,0
258,293,321,534,0
27,221,36,239,0
4,240,9,264,0
Frame 103
120,248,147,404,1
208,182,272,297,0
30,231,89,343,0
234,191,256,279,0
229,371,280,484,0
46,217,67,245,0
5,269,70,378,0
9,223,31,245,0
262,276,317,405,0
204,238,282,424,0
27,221,35,238,0
4,240,9,264,0
Frame 104
105,236,171,402,1
207,182,271,297,0
30,229,88,345,0
230,372,281,483,0
234,191,256,279,0
46,216,67,245,0
5,269,71,378,0
261,275,316,406,0
9,222,31,245,0
204,234,281,425,0
27,221,35,238,0
Frame 105
105,237,170,401,1
207,183,272,298,0
31,228,89,346,0
230,373,281,483,0
234,192,256,279,0
46,216,67,245,0
4,270,69,378,0
261,274,316,406,0
204,235,281,426,0
9,222,31,245,0
27,222,35,238,0
Frame 106
105,237,171,400,1
207,182,272,296,0
31,229,89,346,0
230,374,280,483,0
46,217,67,245,0
262,274,317,406,0
4,269,71,378,0
204,233,281,424,0
234,191,256,278,0
8,222,31,244,0
27,222,35,238,0
Frame 107
105,241,171,397,1
208,181,272,295,0
32,229,89,346,0
229,373,280,483,0
46,216,67,245,0
234,190,256,278,0
201,248,273,397,0
4,269,69,380,0
27,221,35,238,0
262,274,318,405,0
8,222,31,245,0
Frame 108
106,236,170,398,1
208,181,273,294,0
32,229,89,348,0
46,216,67,244,0
230,374,281,483,0
234,191,257,276,0
8,222,31,245,0
27,221,35,238,0
263,273,318,407,0
4,271,69,377,0
203,237,283,424,0
Frame 109
106,237,169,396,1
208,182,273,295,0
32,228,90,348,0
46,216,67,244,0
234,191,256,277,0
229,372,281,482,0
204,237,283,421,0
8,222,31,245,0
27,221,35,238,0
5,270,69,378,0
Frame 110
106,234,168,398,1
207,183,273,295,0
32,229,90,346,0
46,216,67,244,0
229,372,281,482,0
234,191,257,277,0
9,223,31,245,0
6,269,70,378,0
27,221,35,238,0
201,250,273,396,0
4,240,9,264,0
Frame 111
106,233,168,398,1
31,228,91,348,0
208,182,273,297,0
46,216,67,244,0
228,371,281,480,0
234,192,256,276,0
6,267,69,379,0
9,222,31,245,0
201,250,273,396,0
Frame 112
99,229,168,375,1
32,228,90,349,0
206,183,273,297,0
46,217,67,244,0
229,370,280,481,0
5,269,69,378,0
234,191,257,277,0
261,274,318,406,0
203,236,283,417,0
28,260,59,337,0
9,222,31,245,0
4,240,10,264,0
Frame 113
101,229,162,379,1
33,228,89,348,0
207,182,273,295,0
46,216,67,244,0
234,191,256,277,0
229,370,280,482,0
6,270,70,377,0
203,236,284,419,0
14,223,24,244,0
262,274,318,407,0
27,262,60,336,0
4,240,9,264,0
Frame 114
100,228,164,381,1
31,229,88,348,0
208,182,274,294,0
234,192,257,277,0
46,216,67,245,0
228,368,280,483,0
9,222,31,245,0
6,271,71,377,0
4,240,9,264,0
202,252,273,397,0
Frame 115
101,221,161,385,1
31,229,88,349,0
206,183,273,297,0
46,217,67,244,0
229,369,280,483,0
234,191,257,277,0
6,271,72,377,0
9,222,31,245,0
4,240,10,264,0
261,275,318,404,0
Frame 116
105,215,159,386,1
31,229,86,349,0
207,183,273,296,0
46,217,67,245,0
229,372,280,483,0
234,192,257,277,0
56,219,78,249,0
261,275,317,404,0
4,240,10,264,0
Frame 117
105,213,157,381,1
30,228,86,349,0
207,182,273,296,0
46,217,67,246,0
234,191,257,277,0
229,372,280,483,0
4,240,9,264,0
13,224,24,244,0
260,275,318,405,0
200,252,273,393,0
Frame 118
117,235,141,355,1
31,227,87,349,0
207,183,273,298,0
229,371,280,483,0
234,192,256,278,0
47,217,67,246,0
261,276,317,404,0
200,256,273,391,0
Frame 119
108,212,154,373,1
32,227,87,348,0
208,183,274,296,0
234,192,257,277,0
229,371,280,483,0
47,217,67,246,0
261,275,318,405,0
201,253,274,393,0
5,270,70,379,0
57,216,79,292,0
Frame 120
107,208,154,373,1
32,225,87,348,0
207,183,273,297,0
229,373,280,483,0
234,191,257,278,0
47,217,67,246,0
5,270,72,379,0
57,216,79,293,0
261,275,317,405,0
Frame 121
106,207,151,372,1
31,226,87,345,0
207,183,273,298,0
230,373,280,483,0
56,216,79,293,0
234,192,256,278,0
46,217,67,246,0
5,270,71,379,0
204,235,283,424,0
Frame 122
118,227,139,357,1
31,229,87,346,0
207,182,273,296,0
228,372,280,483,0
234,192,256,277,0
46,217,67,246,0
55,215,79,291,0
4,240,9,264,0
6,269,72,380,0
202,253,273,394,0
261,274,317,406,0
Frame 123
106,206,151,369,1
31,228,87,346,0
207,181,273,297,0
56,214,79,293,0
229,372,280,483,0
57,303,77,337,0
234,192,256,277,0
9,222,31,245,0
261,274,316,407,0
46,217,67,246,0
4,240,9,264,0
Frame 124
108,205,153,369,1
31,226,87,345,0
208,182,273,299,0
229,373,280,483,0
55,216,79,293,0
57,304,77,336,0
88,238,95,262,0
234,193,257,278,0
27,221,35,238,0
260,274,316,405,0
5,271,70,380,0
9,222,31,245,0
Frame 125
107,205,154,368,1
207,182,274,297,0
31,224,86,346,0
230,374,280,483,0
234,192,257,276,0
56,216,78,294,0
261,274,317,405,0
5,271,71,380,0
57,303,77,337,0
Frame 126
109,209,156,364,1
206,184,274,298,0
30,226,86,345,0
228,372,280,483,0
234,192,257,277,0
262,274,318,405,0
6,270,71,380,0
27,221,35,238,0
14,223,24,244,0
55,216,78,292,0
Frame 127
110,207,157,364,1
206,183,274,298,0
30,227,87,344,0
228,373,280,483,0
234,192,257,277,0
5,270,70,379,0
262,276,318,404,0
46,217,66,246,0
201,254,273,393,0
14,223,24,244,0
27,222,35,238,0
4,240,9,264,0
Frame 128
111,207,157,363,1
206,182,273,296,0
28,227,87,342,0
229,375,280,483,0
234,191,257,276,0
261,276,318,405,0
46,217,66,247,0
4,273,72,376,0
27,221,35,238,0
8,222,30,245,0
Frame 129
112,206,160,361,1
206,183,273,296,0
29,227,87,343,0
228,373,280,483,0
234,192,257,277,0
261,276,318,404,0
9,223,31,245,0
27,222,35,239,0
102,244,109,264,0
88,236,95,264,0
Frame 130
114,205,162,361,1
207,182,274,294,0
229,376,280,482,0
28,228,88,342,0
234,192,257,276,0
266,292,318,440,0
57,303,77,337,0
27,222,35,239,0
46,217,66,246,0
230,265,289,401,0
Frame 131
115,204,163,354,1
207,182,274,294,0
30,227,87,343,0
234,191,257,276,0
229,376,280,482,0
261,276,317,405,0
27,222,35,239,0
4,273,72,376,0
14,224,24,244,0
200,254,274,392,0
46,217,66,246,0
Frame 132
116,202,164,350,1
206,182,275,294,0
30,226,87,344,0
234,191,257,276,0
228,375,280,482,0
266,291,318,443,0
27,222,35,239,0
199,256,274,391,0
14,224,24,245,0
Frame 133
130,223,153,330,1
207,184,274,296,0
30,227,87,344,0
234,191,257,278,0
229,373,280,482,0
27,222,35,238,0
14,223,24,244,0
4,274,72,376,0
262,275,318,405,0
Frame 134
131,220,154,328,1
207,183,274,295,0
30,227,87,343,0
228,373,280,482,0
234,192,257,276,0
261,276,318,405,0
201,256,272,390,0
27,222,35,238,0
14,224,24,244,0
Frame 135
131,218,155,326,1
206,183,273,295,0
30,226,87,344,0
200,253,274,390,0
228,374,281,482,0
4,273,72,376,0
261,276,318,404,0
234,192,257,276,0
27,221,36,238,0
Frame 136
132,217,156,327,1
206,183,273,294,0
29,226,86,343,0
228,373,280,483,0
201,254,273,392,0
261,277,317,403,0
234,192,257,276,0
3,272,71,376,0
4,240,10,264,0
27,222,35,238,0
Frame 137
134,214,158,330,1
29,227,86,343,0
207,183,273,294,0
228,375,280,482,0
261,276,317,403,0
234,192,257,276,0
201,254,273,391,0
46,217,66,246,0
27,222,35,238,0
Frame 138
135,215,158,328,1
207,183,273,294,0
28,227,86,342,0
229,375,281,483,0
262,277,316,404,0
234,192,257,276,0
229,265,290,399,0
3,271,72,376,0
27,222,36,238,0
46,217,66,246,0
14,223,24,244,0
Frame 139
137,216,158,327,1
30,227,85,343,0
207,183,273,294,0
262,277,317,405,0
229,374,281,481,0
202,253,272,391,0
234,192,256,276,0
4,271,71,377,0
46,217,66,246,0
27,222,36,239,0
Frame 140
137,216,157,324,1
29,227,86,343,0
206,183,273,295,0
262,276,316,405,0
228,375,281,481,0
201,252,272,392,0
234,192,256,276,0
27,222,35,238,0
4,240,9,264,0
14,223,24,244,0
46,217,66,246,0
Frame 141
139,216,163,324,1
28,226,87,344,0
206,183,273,294,0
228,374,280,481,0
262,275,316,405,0
201,252,271,390,0
234,193,257,275,0
14,223,24,244,0
27,222,35,238,0
46,217,67,245,0
4,240,9,264,0
4,270,72,377,0
Frame 142
140,214,164,324,1
29,226,87,345,0
207,182,273,296,0
228,374,280,482,0
262,276,316,404,0
234,192,256,276,0
202,252,273,391,0
27,222,36,238,0
46,217,66,245,0
4,240,9,264,0
14,223,24,244,0
Frame 143
141,214,163,323,1
28,226,88,343,0
207,181,273,295,0
262,276,316,404,0
228,375,282,481,0
201,253,272,391,0
234,192,257,276,0
27,222,36,238,0
45,217,66,245,0
4,240,9,264,0
14,223,24,244,0
Frame 144
141,210,164,324,1
29,227,87,344,0
207,182,273,296,0
201,253,273,393,0
229,375,282,482,0
261,277,316,401,0
234,192,257,275,0
45,217,66,244,0
27,222,35,238,0
4,240,9,264,0
Frame 145
142,213,164,309,1
29,225,88,345,0
207,180,273,297,0
228,375,282,483,0
201,253,273,391,0
261,277,317,401,0
234,191,256,276,0
45,217,66,245,0
27,221,36,238,0
Frame 146
142,213,164,307,1
28,226,88,344,0
207,181,273,297,0
235,192,256,277,0
